"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","平成30年(2018)","令和元年(2019)","令和２年(2020)","経度","緯度","分類"
"183","303046","【旧】紀美野(県)5-1(平成27年廃止)","地価調査(廃止地点)","商業","紀美野町","小畑字庄田坪２７８番１","","135.2995058","34.16541552","72800","72800","72800","72800","72800","72800","71900","71000","70000","68000","66800","64000","60700","57300","55000","52500","48800","44900","41000","38500","37000","35000","","","","","","","135.299505800007","34.1654155199968","地価調査基準地(廃止地点)"
"11","302015","【旧】和歌山(県)-11(平成28年廃止)","地価調査(廃止地点)","住宅","和歌山市","関戸１丁目８３番５","関戸１－３－５","135.16846","34.19996","260000","255000","245000","234000","218000","204000","185000","172000","162000","152000","144000","136000","130000","127000","126000","126000","122000","117000","115000","114000","112000","111000","111000","","","","","","135.168460000004","34.1999599999975","地価調査基準地(廃止地点)"
"40","302015","【旧】和歌山(県)3-1(平成28年廃止)","地価調査(廃止地点)","宅見","和歌山市","楠見中字本傳木２６３番１","","135.179","34.25679","67000","67000","65000","63500","62700","55000","50000","45500","41000","36500","31500","26500","23800","21500","20000","18800","18000","17100","16200","15600","15000","14600","14300","","","","","","135.179000000002","34.2567899999975","地価調査基準地(廃止地点)"
"299","302074","【旧】新宮(県)5-3(平成28年廃止)","地価調査(廃止地点)","商業","新宮市","熊野川町能城山本字畑谷１１１番１","","135.8782","33.79799","","","","","","","","","","","","","","","","","","","","13000","12000","11300","10600","","","","","","135.878200000002","33.7979899999987","地価調査基準地(廃止地点)"
"200","303615","【旧】湯浅(県)-3(平成28年廃止)","地価調査(廃止地点)","住宅","湯浅町","大字湯浅字新屋敷２８８２番","","135.1713","34.03559","99500","99500","99500","99500","99500","98300","95200","92200","88000","83800","79600","75000","71000","67000","65600","62300","58600","54800","51200","45500","41000","37600","34500","","","","","","135.171300000009","34.0355899999937","地価調査基準地(廃止地点)"
"214","303666","【旧】有田川(県)-8(平成28年廃止)","地価調査(廃止地点)","住宅","有田川町","大字二川字東前３７３番３","","135.35795","34.06962","31000","31000","31000","31000","31000","30800","30600","30400","30200","30000","29700","29400","29000","28100","27200","25900","24000","22800","21500","20100","19000","17900","16700","","","","","","135.357950000003","34.0696199999995","地価調査基準地(廃止地点)"
"24","302015","【旧】和歌山(県)-24(平成29年廃止)","地価調査(廃止地点)","住宅","和歌山市","内原字番田１２３８番３外","","135.19555","34.17468","85000","85000","85000","85000","84500","83000","81300","80000","79000","72000","65000","61000","56800","53000","49500","47000","43500","40500","37300","35000","32600","30400","28400","27000","","","","","135.195550000004","34.1746799999964","地価調査基準地(廃止地点)"
"291","302015","【旧】和歌山(県)-32(平成29年廃止)","地価調査(廃止地点)","住宅","和歌山市","有本字焼野５７７番１１","","135.19278","34.24991","","","","","","","","","","","","","","","","","","67500","60500","56000","51500","48500","45700","43100","","","","","135.192780000002","34.2499099999972","地価調査基準地(廃止地点)"
"44","302015","【旧】和歌山(県)5-3(平成29年廃止)","地価調査(廃止地点)","商業","和歌山市","本町１丁目３３番","","135.17475","34.23377","","","","","","","","604000","465000","408000","327000","257000","200000","181000","173000","169000","158000","147000","135000","126000","118000","114000","111000","109000","","","","","135.174750000004","34.2337699999971","地価調査基準地(廃止地点)"
"48","302015","【旧】和歌山(県)5-7(平成29年廃止)","地価調査(廃止地点)","商業","和歌山市","吉田字秡戸７２３番","","135.1869","34.23392","565000","453000","376000","315000","267000","224000","200000","183000","172000","161000","144000","134000","125000","122000","122000","122000","121000","117000","113000","111000","109000","108000","108000","108000","","","","","135.186900000002","34.2339199999969","地価調査基準地(廃止地点)"
"108","302058","【旧】御坊(県)-2(平成29年廃止)","地価調査(廃止地点)","住宅","御坊市","湯川町財部字下河原８８１番１４","","135.16098","33.89926","75500","75500","75500","74600","74400","74000","72100","70500","69100","67500","65800","64200","62000","59500","56800","54700","51500","48400","45300","42500","40400","38900","37700","36600","","","","","135.160980000004","33.8992599999969","地価調査基準地(廃止地点)"
"119","302066","【旧】田辺(県)-6(平成29年廃止)","地価調査(廃止地点)","住宅","田辺市","目良２４４２番８","目良３８－２８","135.35585","33.73589","73000","73000","72500","72500","72000","71000","68000","64000","61500","59000","56500","54200","48900","45500","39000","36300","34500","33000","31000","28000","26600","24200","22200","21000","","","","","135.355850000005","33.7358899999995","地価調査基準地(廃止地点)"
"241","303925","【旧】日高川(県)-3(平成29年廃止)","地価調査(廃止地点)","住宅","日高川町","大字松瀬字柿木４８４番１","","135.21576","33.92209","11200","11200","11200","11200","11200","11200","11200","11200","11200","11200","11100","11000","10800","10600","10400","10000","9700","9250","8900","8600","8200","8000","7850","7730","","","","","135.215760000005","33.9220899999984","地価調査基準地(廃止地点)"
"244","303925","【旧】日高川(県)-6(平成29年廃止)","地価調査(廃止地点)","住宅","日高川町","大字船津字田中３２９番２","","135.27426","33.95829","17500","17500","17500","17500","17500","17500","17500","17500","17500","17500","17300","17100","16800","16500","16000","15500","15000","14200","13400","12800","12100","11600","11200","10900","","","","","135.274260000003","33.9582899999987","地価調査基準地(廃止地点)"
"245","303925","【旧】日高川(県)-7(平成29年廃止)","地価調査(廃止地点)","住宅","日高川町","大字初湯川字平２１３番９０","","135.38552","33.95988","7880","7880","7880","7880","7880","7880","7880","7880","7880","7880","7840","7800","7670","7550","7430","7200","6950","6550","6200","6000","5850","5740","5650","5560","","","","","135.385520000003","33.9598799999978","地価調査基準地(廃止地点)"
"249","304018","【旧】白浜(県)-3(平成29年廃止)","地価調査(廃止地点)","住宅","白浜町","字瓜切２９２７番５８７外","","135.33391","33.66796","91000","90000","87000","84000","81700","80000","75000","69000","63400","57300","51600","46300","39000","35800","33000","31000","29000","27000","25300","23500","22000","21000","20400","19900","","","","","135.333910000006","33.6679599999992","地価調査基準地(廃止地点)"
"265","304212","【旧】那智勝浦(県)-2(平成29年廃止)","地価調査(廃止地点)","住宅","那智勝浦町","大字川関字在ノ内３８６番","","135.92791","33.64824","","","","","","","","","36500","35400","34200","32800","31800","30800","30000","29300","28200","26500","25200","22000","19700","18700","17900","17100","","","","","135.927910000005","33.6482399999984","地価調査基準地(廃止地点)"
"277","304271","【旧】北山(県)-1(平成29年廃止)","地価調査(廃止地点)","住宅","北山村","大字七色字瀬ノ上ヱ９７番","","135.98905","33.96864","7250","7250","7250","7250","7250","7200","7100","7100","6900","6800","6700","6600","6450","6320","6100","6000","5900","5700","5400","5200","5000","4900","4800","4750","","","","","135.989050000002","33.968639999998","地価調査基準地(廃止地点)"
"135","302066","【旧】田辺(県)5-4(平成29年廃止)","地価調査(廃止地点)","商業","田辺市","本宮町本宮字坂町１５７１番１３","","135.77157","33.83342","","","","","","","","","","30800","29800","28800","27900","27300","26500","25700","24800","23900","22700","21000","19500","18400","18000","17600","","","","","135.771570000006","33.8334200000004","地価調査基準地(廃止地点)"
"121","302066","【旧】田辺(県)-8(平成29年廃止)","地価調査(廃止地点)","住宅","田辺市","本宮町静川字平６４１番２外","","135.7437","33.79088","5000","5000","5000","5000","5000","5000","4900","4900","4800","4800","4700","4600","4540","4500","4400","4300","4290","4200","4100","4000","3900","3850","3840","3830","","","","","135.743700000008","33.7908799999986","地価調査基準地(廃止地点)"
"131","302066","【旧】田辺(県)-11(平成29年廃止)","地価調査(廃止地点)","住宅","田辺市","合川字地下背戸６８０番１７","","135.56945","33.6877","7000","7000","7000","7000","7000","6900","6850","6850","6800","6670","6530","6350","6150","5970","5750","5530","5520","5420","5300","5170","5050","5010","5000","4990","","","","","135.569450000005","33.6876999999992","地価調査基準地(廃止地点)"
"151","302082","【旧】紀の川(県)-5(平成29年廃止)","地価調査(廃止地点)","住宅","紀の川市","貴志川町長山字里ノ内５７３番１","","135.29328","34.20974","66000","66000","65500","64000","62800","61500","56500","53000","50200","47000","43600","40500","37600","35500","34000","32300","30600","28000","26500","24900","23400","22200","21200","20300","","","","","135.293280000005","34.2097399999964","地価調査基準地(廃止地点)"
"178","303046","【旧】紀美野(県)-2(平成29年廃止)","地価調査(廃止地点)","住宅","紀美野町","長谷字縄手１６番５","","135.31737","34.18248","15500","15500","15500","15500","15500","15500","15500","15500","15500","15500","15500","15300","15200","15100","15000","14900","14800","14700","14500","14000","13600","13200","13000","12800","","","","","135.317370000006","34.1824799999964","地価調査基準地(廃止地点)"
"181","303046","【旧】紀美野(県)-5(平成29年廃止)","地価調査(廃止地点)","住宅","紀美野町","井堰字中や垣内５４７番１","","135.36824","34.17193","11300","11300","11300","11300","11300","11300","11300","11300","11300","11200","11100","10900","10800","10700","10600","10500","10400","9880","9250","8770","8350","8000","7920","7880","","","","","135.368240000005","34.1719299999965","地価調査基準地(廃止地点)"
"198","303615","【旧】湯浅(県)-1(平成29年廃止)","地価調査(廃止地点)","住宅","湯浅町","大字栖原字宮池尻９９６番","","135.16648","34.04371","42300","42300","42300","42300","42300","42300","41800","41000","40300","39500","38700","37600","36200","35200","34800","34000","33000","31800","30500","29100","27900","26400","25300","24500","","","","","135.166480000008","34.0437099999946","地価調査基準地(廃止地点)"
"207","303666","【旧】有田川(県)-1(平成29年廃止)","地価調査(廃止地点)","住宅","有田川町","大字天満字窪田町８８番２外","","135.20227","34.0612","72000","72000","72000","72000","72000","71500","69800","68000","66000","64500","62800","62700","61900","61300","61300","61300","60000","58000","56000","54000","52700","51900","51900","51900","","","","","135.202270000005","34.0611999999937","地価調査基準地(廃止地点)"
"142","302074","【旧】新宮(県)-6(平成29年廃止)","地価調査(廃止地点)","住宅","新宮市","熊野川町九重字浦地４４９番","","135.85482","33.86568","12900","12900","12900","12900","12900","12700","12600","12600","12300","11900","11500","11100","10700","10400","10000","9600","9300","8900","8400","7600","7000","6650","6350","6080","","","","","135.854820000004","33.865679999999","地価調査基準地(廃止地点)"
"212","303666","【旧】有田川(県)-6(平成29年廃止)","地価調査(廃止地点)","住宅","有田川町","大字小川字吉田１７７９番外","","135.27648","34.07747","47000","47000","47000","47000","47000","47000","46800","46600","45200","45000","44700","44400","43600","42300","41500","40600","38600","36300","33800","31400","29200","27000","25500","24500","","","","","135.276480000007","34.077469999998","地価調査基準地(廃止地点)"
"213","303666","【旧】有田川(県)-7(平成29年廃止)","地価調査(廃止地点)","住宅","有田川町","大字久野原字西番１１０９番２","","135.45014","34.09654","10000","10000","10000","10000","10000","10000","10000","10000","9980","9950","9900","9850","9750","9550","9350","9250","8900","8630","8440","8320","8320","8200","8100","8000","","","","","135.450140000005","34.0965399999992","地価調査基準地(廃止地点)"
"228","303836","【旧】由良(県)5-1(平成29年廃止)","地価調査(廃止地点)","商業","由良町","大字里字宮ノ前２７６番１","","135.12177","33.96042","","","","","","","74400","73800","73400","72300","70800","68600","66000","63000","60000","57100","53700","49900","45900","42100","39500","37400","36200","35300","","","","","135.121770000003","33.9604199999995","地価調査基準地(廃止地点)"
"253","304018","【旧】白浜(県)-5(平成29年廃止)","地価調査(廃止地点)","住宅","白浜町","安宅字城ノ内１１１番２内","","135.46528","33.57888","15300","15300","15300","15300","15300","15100","15100","15100","14900","14600","14300","13900","13600","13300","13000","12700","12400","12000","11500","11300","11000","10800","10600","10400","","","","","135.465280000005","33.5788799999989","地価調査基準地(廃止地点)"
"255","304018","【旧】白浜(県)5-2(平成29年廃止)","地価調査(廃止地点)","商業","白浜町","日置字谷ケ地７９番２","","135.44904","33.56906","","60000","60000","59500","58800","58000","57000","56000","55000","53000","51100","49000","47100","45600","44000","42500","41000","38800","36600","33500","30500","28500","27000","26000","","","","","135.449040000006","33.5690599999986","地価調査基準地(廃止地点)"
"284","304280","【旧】串本(県)-5(平成29年廃止)","地価調査(廃止地点)","住宅","串本町","姫字ゴウラ６２６番５外","","135.7969","33.49824","46200","46200","46200","46200","46200","46000","45700","45200","44300","43000","41700","40000","38400","36700","34800","33000","31200","29100","26500","23900","21600","19800","18900","18000","","","","","135.796900000003","33.4982399999995","地価調査基準地(廃止地点)"
"283","304280","【旧】串本(県)-4(平成25年廃止)","地価調査(廃止地点)","住宅","串本町","古座字狼煙山５１５番３","","135.8303797","33.51447643","54500","54500","54500","54500","54500","54000","53400","52500","51400","49200","47000","44500","42100","40100","38000","36000","34000","31800","29000","26100","","","","","","","","","135.830379700002","33.5144764299999","地価調査基準地(廃止地点)"
"13","302015","【旧】和歌山(県)-13(平成26年廃止)","地価調査(廃止地点)","住宅","和歌山市","大谷字東谷８０６番６０","","135.1778839","34.26288676","120000","120000","118000","117000","115000","109000","99000","90000","82600","75000","69400","64800","60700","57000","55800","55800","55200","53500","51100","49600","48500","","","","","","","","135.177883900002","34.2628867599973","地価調査基準地(廃止地点)"
"186","303411","【旧】かつらぎ(県)-3(平成26年廃止)","地価調査(廃止地点)","住宅","かつらぎ町","大字笠田中字稲子１３９番１","","135.4736383","34.28812878","","","","","","","64000","62500","57500","52000","49000","45000","41400","38600","36000","35200","34100","32800","31400","30300","29100","","","","","","","","135.473638300005","34.2881287799972","地価調査基準地(廃止地点)"
"203","303623","【旧】広川(県)-1(平成26年廃止)","地価調査(廃止地点)","住宅","広川町","大字広字南ノ町１１４１番","","135.1707464","34.02428282","59900","59700","59500","59400","59400","59200","58700","58200","57800","57300","56700","56000","53700","49800","46300","44000","39800","37400","34800","33000","29800","","","","","","","","135.170746400009","34.0242828199939","地価調査基準地(廃止地点)"
"247","304018","【旧】白浜(県)-1(平成26年廃止)","地価調査(廃止地点)","住宅","白浜町","中字中村１４０番","","135.3894728","33.64660304","","","","","","","","","","","","","","","26000","25500","25000","24500","21800","19700","17800","","","","","","","","135.389472800003","33.6466030399969","地価調査基準地(廃止地点)"
"62","302015","【旧】和歌山(県)9-2(平成27年廃止)","地価調査(廃止地点)","工業","和歌山市","小雑賀字堂東２７８番１４外","","135.1830545","34.20812143","245000","210000","148000","146000","145000","135000","126000","118000","110000","97000","86000","75000","68000","63500","61500","59700","56500","53700","51600","49800","48300","45900","","","","","","","135.183054500003","34.2081214299984","地価調査基準地(廃止地点)"
"285","304280","【旧】串本(県)-6(平成29年廃止)","地価調査(廃止地点)","住宅","串本町","田原字上地４７２番","","135.87017","33.53627","30500","30500","30500","30500","30500","30200","30000","29700","29100","28500","27900","26900","25900","24900","24200","23300","22400","21000","19200","17400","15800","14500","13900","13200","","","","","135.870170000003","33.5362699999984","地価調査基準地(廃止地点)"
"95","302031","【旧】橋本(県)-11(平成29年廃止)","地価調査(廃止地点)","住宅","橋本市","高野口町応其字居垣内３３０番","","135.57168","34.31301","","","","","","","50000","49000","47500","43500","40500","39000","36000","34200","33000","32600","31500","30000","28500","27100","25800","24600","23800","23100","","","","","135.571680000002","34.3130099999974","地価調査基準地(廃止地点)"
"276","304247","【旧】古座川(県)5-1(平成29年廃止)","地価調査(廃止地点)","商業","古座川町","高池字江崎３４番５外","","135.82223","33.52448","69000","69000","69000","69000","68000","67200","65900","65000","64000","62400","60000","57000","53600","49900","46500","43300","40000","36800","33200","30000","27200","25900","25100","24300","","","","","135.822230000001","33.5244799999995","地価調査基準地(廃止地点)"
"130","302066","【旧】田辺(県)-17(平成29年廃止)","地価調査(廃止地点)","住宅","田辺市","下川下字打越７５４番外","","135.58719","33.74449","8000","8000","8000","8000","8000","7900","7850","7850","7800","7650","7500","7300","7100","6900","6650","6400","6390","6290","6150","6010","5870","5810","5790","5770","","","","","135.587190000006","33.7444899999986","地価調査基準地(廃止地点)"
"275","304247","【旧】古座川(県)-3(平成29年廃止)","地価調査(廃止地点)","住宅","古座川町","高池字江崎１８２番","","135.82128","33.52602","52000","52000","52000","52000","52000","51500","51100","50800","50300","49100","47800","45500","43300","41000","38900","36500","34200","31700","29000","26400","24000","23200","22700","21900","","","","","135.821280000002","33.5260199999991","地価調査基準地(廃止地点)"
"288","302066","【旧】和歌山(林)-2(平成29年廃止)","地価調査(廃止地点)","林地","田辺市","龍神村甲斐ノ川字玉谷１２９８番２","","135.43265","33.8968","","","","","","","28000","27000","26500","26500","25800","24700","21500","19000","18000","17000","15400","14000","12700","11500","11000","10800","10600","10400","","","","","135.432650000005","33.8968000000001","地価調査基準地(廃止地点)"
"7","302015","【旧】和歌山(県)-7(平成30年廃止)","地価調査","住宅","和歌山市","吉礼字箱田５２３番１２","","135.23641","34.20107","","","","","","","","","","","","","","","","54000","51300","48300","45400","43000","42000","41300","40600","40000","39600","","","","135.236410000003","34.2010699999968","地価調査基準地(廃止地点)"
"20","302015","【旧】和歌山(県)-20(平成30年廃止)","地価調査","住宅","和歌山市","和歌浦南２丁目１６６３番３３","和歌浦南２－５－１０","135.16763","34.18835","177000","177000","175000","172000","168000","161000","153000","144000","136000","129000","122000","116000","110000","104000","98800","94800","90000","84700","78800","72500","69000","66900","63800","61500","59800","","","","135.167630000004","34.1883499999968","地価調査基準地(廃止地点)"
"30","302015","【旧】和歌山(県)-30(平成30年廃止)","地価調査","住宅","和歌山市","加納字長池３６１番３９外","","135.20616","34.24178","155000","155000","152000","150000","149000","145000","135000","130000","125000","113000","104000","98500","88000","83500","78500","73800","70000","66000","63500","61300","59800","58500","57400","56500","55800","","","","135.206160000002","34.2417799999972","地価調査基準地(廃止地点)"
"143","302074","【旧】新宮(県)5-1(平成30年廃止)","地価調査","商業","新宮市","神倉２丁目１４１３番１","","135.98674","33.72322","230000","228000","226000","224000","220000","213000","205000","190000","181000","170000","155000","145000","137000","126000","116000","111000","104000","99700","88000","78000","73700","71500","70500","69500","68600","","","","135.986740000005","33.723220000002","地価調査基準地(廃止地点)"
"79","302023","【旧】海南(県)-3(令和元年廃止)","地価調査","住宅","海南市","下津町上字宮ノ前７４０番","","135.1639","34.10847","","45000","45000","45000","45000","45000","44700","44500","44300","43000","41300","40100","39000","37900","36900","35800","34600","33300","32000","30700","29500","28800","28100","27500","27000","26600","","","135.163900000005","34.1084699999967","地価調査基準地(廃止地点)"
"296","302023","【旧】海南(県)5-1(令和元年廃止)","地価調査","商業","海南市","船尾字居村濱１５４番１０","","135.20298","34.16105","","","","","","","","","","","","","","","","","","","72000","70000","66500","64300","62700","61500","60500","59200","","","135.202980000005","34.1610499999959","地価調査基準地(廃止地点)"
"92","302031","【旧】橋本(県)-8(令和元年廃止)","地価調査","住宅","橋本市","出塔字寺前７５番４","","135.58464","34.3271","43000","43000","43000","43000","43000","43000","42500","42000","41000","40000","37800","36500","34800","33400","32500","32200","31200","29700","28200","26800","25200","23700","23000","22300","21800","21500","","","135.584640000003","34.3270999999978","地価調査基準地(廃止地点)"
"118","302066","【旧】田辺(県)-5(令和元年廃止)","地価調査","住宅","田辺市","新庄町字名喜里１９２１番３外","","135.40439","33.7157","84700","84700","84000","83600","83000","81800","78500","73800","71600","68600","65700","62600","59100","57600","55000","53000","51000","49000","46000","43300","41000","39500","38000","36600","35500","34500","","","135.404390000004","33.7156999999995","地価調査基準地(廃止地点)"
"123","302066","【旧】田辺(県)-10(令和元年廃止)","地価調査","住宅","田辺市","龍神村東字丹生平３９１番１","","135.49296","33.88964","","","","","","","","","","","","","","","","","11000","10800","10600","10500","10300","10200","10100","10000","9880","9750","","","135.492960000002","33.889639999999","地価調査基準地(廃止地点)"
"322","302066","【旧】田辺(県)-11(令和元年廃止)","地価調査","住宅","田辺市","下川下字宮平９５９番","","135.584164","33.741799","","","","","","","","","","","","","","","","","","","","","","","","","4350","4350","","","135.584164000006","33.7417989999985","地価調査基準地(廃止地点)"
"125","302066","【旧】田辺(県)-12(令和元年廃止)","地価調査","住宅","田辺市","龍神村福井字中家１５０番１","","135.43874","33.88857","","","","10300","10300","10300","10300","10300","10300","10300","10200","10100","10000","9900","9700","9500","9400","9300","8690","8600","8510","8430","8350","8300","8240","8200","","","135.438740000005","33.8885699999995","地価調査基準地(廃止地点)"
"144","302074","【旧】新宮(県)5-2(令和元年廃止)","地価調査","商業","新宮市","新宮字上熊野７６４７番１","","135.99239","33.72724","270000","270000","268000","266000","260000","251000","241000","212000","192000","180000","164000","150000","140000","127000","116000","110000","102000","96300","86500","77300","72700","70100","67500","65400","63600","61700","","","135.992390000005","33.7272400000026","地価調査基準地(廃止地点)"
"147","302082","【旧】紀の川(県)-1(令和元年廃止)","地価調査","住宅","紀の川市","窪字小田４３番４１","","135.37525","34.25692","77500","77500","75000","72000","70000","68000","65000","62500","58900","54400","50000","45500","41000","39000","37000","35300","33200","31100","29000","28000","27000","26000","26000","26000","26000","26000","","","135.375250000002","34.2569199999992","地価調査基準地(廃止地点)"
"162","302082","【旧】紀の川(県)-5(令和元年廃止)","地価調査","住宅","紀の川市","貴志川町丸栖字井ノ奥１５６７番１３","","135.32385","34.2383","72800","72800","72800","70800","69200","67500","62600","58800","55700","52200","48300","44700","41300","39100","37500","35500","33700","30800","29400","27800","26200","25300","24700","24300","24000","23800","","","135.323850000007","34.2382999999972","地価調査基準地(廃止地点)"
"158","302082","【旧】紀の川(県)-12(令和元年廃止)","地価調査","住宅","紀の川市","北涌字木ノ下４４１番９","","135.4427","34.26609","","","","","","","","","","","","19000","18000","17000","16000","15200","14400","13400","12500","11700","11400","11100","11100","11100","11100","11100","","","135.442700000009","34.2660899999935","地価調査基準地(廃止地点)"
"164","302082","【旧】紀の川(県)5-2(令和元年廃止)","地価調査","商業","紀の川市","粉河字西前田４１８番２外","","135.4082","34.26914","","","","","","135000","125000","117000","112000","104000","92500","82400","71800","67000","63300","60100","56200","53000","50000","48000","45200","43000","40800","39100","37800","37000","","","135.408200000004","34.2691399999961","地価調査基準地(廃止地点)"
"166","302082","【旧】紀の川(県)5-4(令和元年廃止)","地価調査","商業","紀の川市","桃山町元字中田３６１番１","","135.35139","34.23958","90200","90200","90200","89200","88300","85200","81000","77000","73900","70300","64700","59400","54500","50500","47500","44900","42400","38500","36500","33600","31500","30200","29200","28300","27600","27100","","","135.351390000005","34.2395799999962","地価調査基準地(廃止地点)"
"50","302015","【旧】和歌山(県)5-9(令和２年廃止)","地価調査","商業","和歌山市","東長町５丁目３７番","","135.16546","34.22541","688000","605000","502000","427000","376000","338000","303000","275000","238000","209000","183000","167000","153000","149000","148000","148000","146000","143000","139000","136000","134000","135000","136000","136000","136000","136000","136000","","135.165460000006","34.2254100000002","地価調査基準地(廃止地点)"
"85","302031","【旧】橋本(県)-1(令和２年廃止)","地価調査","住宅","橋本市","隅田町中島字野元３２２番４","","135.6458","34.3314","80800","80800","80000","79500","79000","77500","75500","74000","69500","65000","59000","54000","49000","45200","43000","42100","40700","38700","37000","35000","33000","31800","30800","29900","29000","28400","28000","","135.645800000004","34.3313999999991","地価調査基準地(廃止地点)"
"88","302031","【旧】橋本(県)-4(令和２年廃止)","地価調査","住宅","橋本市","高野口町大野字上知山８２４番１２内","","135.55402","34.30875","67500","67500","67500","66500","65200","64500","61000","59000","56500","51000","47000","44000","41000","39000","37600","36800","35500","33500","31500","29500","27600","26500","25700","25000","24300","24000","23700","","135.554020000002","34.3087499999976","地価調査基準地(廃止地点)"
"305","302066","【旧】田辺(県)9-1(令和２年廃止)","地価調査","工業","田辺市","下三栖字岩屋谷１４７５番９７外","","135.42142","33.72645","","","","","","","","","","","","","","","","","","","","","15400","14500","14000","13600","13400","13200","13200","","135.421420000004","33.7264500000002","地価調査基準地(廃止地点)"
"141","302074","【旧】新宮(県)-5(令和２年廃止)","地価調査","住宅","新宮市","熊野川町西敷屋字内ノ井９７２番３","","135.80725","33.84846","10500","10300","10300","10300","10300","10100","10100","10100","9900","9800","9600","9300","9100","8900","8600","8300","8100","7800","7400","6800","6300","6100","5900","5710","5550","5450","5350","","135.807250000005","33.8484599999991","地価調査基準地(廃止地点)"
"182","303046","【旧】紀美野(県)-1(令和２年廃止)","地価調査","住宅","紀美野町","小西字大西３９５番１","","135.44548","34.14631","7430","7430","7430","7430","7430","7430","7430","7430","7430","7300","7200","7200","7200","7100","7000","6900","6800","6700","6600","6500","6400","6300","6270","6230","6200","6170","6140","","135.445480000005","34.1463099999978","地価調査基準地(廃止地点)"
"195","303445","【旧】高野(県)-2(令和２年廃止)","地価調査","住宅","高野町","大字高野山字千手院谷４４番９５内","","135.59148","34.21975","50600","50600","50600","50600","50600","50500","50400","50000","49500","49000","48000","47000","46000","45100","44200","43800","42500","41400","39500","38400","35300","32500","31200","30000","28900","27900","26900","","135.591480000004","34.2197499999984","地価調査基準地(廃止地点)"
"194","303445","【旧】高野(県)-1(令和元年廃止)","地価調査","住宅","高野町","大字高野山字西院谷２３４番６","","135.57505","34.2134","54500","54500","54500","54500","54500","54000","53500","53000","52500","52000","51000","50000","49000","48000","47500","47300","46000","45100","43100","41800","39500","37500","36000","34600","33300","32100","","","135.575050000004","34.2133999999974","地価調査基準地(廃止地点)"
"226","303836","【旧】由良(県)-2(令和元年廃止)","地価調査","住宅","由良町","大字吹井字柳原２５２番４８","","135.10397","33.96755","38000","38000","38000","37800","37800","37800","37800","37700","37700","37500","37300","36900","36000","34800","33800","32800","31300","29800","28300","26500","25200","24200","23500","22900","22500","22300","","","135.103970000004","33.9675499999985","地価調査基準地(廃止地点)"
"269","304221","【旧】太地(県)-1(令和元年廃止)","地価調査","住宅","太地町","大字森浦字オソ作２５８番４","","135.92808","33.59131","46000","46000","46000","46000","46000","45000","44500","43600","42500","41200","40000","38000","36200","34700","33000","31500","29900","27800","25400","23500","21600","20600","19700","18900","18200","17600","","","135.928080000006","33.5913099999967","地価調査基準地(廃止地点)"
"273","304247","【旧】古座川(県)-1(令和元年廃止)","地価調査","住宅","古座川町","佐田字浦地平４５７番３","","135.69759","33.59484","","","","","","","4940","4900","4850","4790","4730","4670","4610","4550","4490","4420","4320","4170","4000","3840","3690","3600","3540","3480","3450","3420","","","135.697590000002","33.5948399999998","地価調査基準地(廃止地点)"
"278","304271","【旧】北山(県)-2(令和元年廃止)","地価調査","住宅","北山村","大字下尾井字片ブケ５３番２","","135.9518","33.93853","10400","10400","10400","10400","10400","10200","10000","10000","9800","9700","9500","9300","9100","8900","8600","8400","8200","7900","7600","7400","7200","7000","6860","6750","6650","6550","","","135.951800000005","33.9385299999993","地価調査基準地(廃止地点)"
"280","304280","【旧】串本(県)-1(令和元年廃止)","地価調査","住宅","串本町","田並字円光寺前１０６０番３","","135.71647","33.48603","30800","30800","30800","30800","30800","30800","30300","30000","29600","29000","28300","27600","26900","26100","25400","24500","23500","22000","20200","18200","16500","15100","14500","13800","13100","12500","","","135.716470000008","33.4860299999999","地価調査基準地(廃止地点)"
"318","302015","【旧】和歌山(県)3-1(令和２年廃止)","地価調査","宅見","和歌山市","楠見中字北川２８０番","","135.176744","34.2561483","","","","","","","","","","","","","","","","","","","","","","","","14100","14000","14000","14000","","135.176744000002","34.2561482999975","地価調査基準地(廃止地点)"
"231","303909","【旧】印南(県)-3(令和２年廃止)","地価調査","住宅","印南町","大字崎ノ原字横畑２６４番","","135.29039","33.87047","10100","10100","10100","10100","10100","9900","9900","9900","9900","9600","9400","9200","9000","8800","8700","8340","7960","7530","7130","6800","6800","6700","6650","6650","6600","6550","6510","","135.290390000003","33.8704699999994","地価調査基準地(廃止地点)"
